InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,price_total
540205,44677,PRODUTO TESTE,44,2011-02-23,28.88,10190,United Kingdom,1270.72
538716,63638,PRODUTO TESTE,38,2011-05-27,10.85,10126,United Kingdom,412.3
541528,71215,PRODUTO TESTE,10,2011-07-03,48.97,10058,United Kingdom,489.7
541102,89070,PRODUTO TESTE,23,2011-12-16,27.55,10124,Germany,633.65
540025,96628,PRODUTO TESTE,45,2011-04-27,8.69,10103,United Kingdom,391.04999999999995
538566,17482,PRODUTO TESTE,14,2011-10-31,26.1,10181,United Kingdom,365.40000000000003
539587,69386,PRODUTO TESTE,2,2011-11-20,47.99,10051,United Kingdom,95.98
540480,17618,PRODUTO TESTE,11,2011-12-19,21.5,10198,United Kingdom,236.5
540246,47562,PRODUTO TESTE,28,2011-03-11,21.55,10187,United Kingdom,603.4
538783,76715,PRODUTO TESTE,49,2011-03-30,23.33,10036,United Kingdom,1143.1699999999998
541237,58812,PRODUTO TESTE,11,2011-03-22,14.37,10032,United Kingdom,158.07
540508,92153,PRODUTO TESTE,4,2011-09-08,29.16,10008,United Kingdom,116.64
537093,97648,PRODUTO TESTE,17,2011-05-29,44.76,10059,United Kingdom,760.92
543360,82285,PRODUTO TESTE,31,2011-09-25,20.34,10198,France,630.54
542252,30972,PRODUTO TESTE,40,2011-06-23,0.76,10030,United Kingdom,30.4
542710,37136,PRODUTO TESTE,7,2011-04-08,15.74,10178,United Kingdom,110.18
536593,40713,PRODUTO TESTE,23,2011-08-05,33.63,10018,United Kingdom,773.49
539072,76988,PRODUTO TESTE,26,2011-08-30,14.87,10149,United Kingdom,386.62
541888,41607,PRODUTO TESTE,31,2011-08-04,42.11,10169,United Kingdom,1305.41
543205,22548,PRODUTO TESTE,48,2011-11-15,24.13,10178,United Kingdom,1158.24
541245,81877,PRODUTO TESTE,43,2011-04-25,33.62,10044,United Kingdom,1445.6599999999999
543682,77479,PRODUTO TESTE,12,2011-08-11,44.25,10178,Germany,531.0
538457,63476,PRODUTO TESTE,48,2011-11-09,34.3,10023,Germany,1646.3999999999999
536777,81265,PRODUTO TESTE,47,2011-04-13,40.5,10093,United Kingdom,1903.5
541244,91020,PRODUTO TESTE,2,2011-01-18,28.57,10063,United Kingdom,57.14
541986,33378,PRODUTO TESTE,1,2011-05-17,15.21,10004,United Kingdom,15.21
538567,20492,PRODUTO TESTE,1,2011-01-17,15.26,10154,United Kingdom,15.26
543052,40738,PRODUTO TESTE,1,2011-09-30,43.83,10067,United Kingdom,43.83
542652,84688,PRODUTO TESTE,20,2011-02-02,3.17,10132,Eire,63.4
539241,93220,PRODUTO TESTE,30,2011-09-10,47.1,10082,United Kingdom,1413.0
538149,19894,PRODUTO TESTE,35,2011-07-31,16.69,10074,United Kingdom,584.1500000000001
542042,53055,PRODUTO TESTE,11,2011-05-08,16.84,10018,United Kingdom,185.24
537537,83616,PRODUTO TESTE,2,2011-05-06,47.69,10147,United Kingdom,95.38
538296,71426,PRODUTO TESTE,3,2011-03-30,2.31,10149,United Kingdom,6.93
540373,15401,PRODUTO TESTE,36,2011-07-16,17.99,10075,United Kingdom,647.64
540600,53581,PRODUTO TESTE,30,2011-03-22,43.44,10052,United Kingdom,1303.1999999999998
537493,18005,PRODUTO TESTE,6,2011-02-11,14.07,10001,United Kingdom,84.42
544537,40591,PRODUTO TESTE,11,2011-12-13,14.14,10187,United Kingdom,155.54000000000002
539497,78179,PRODUTO TESTE,45,2011-09-05,44.99,10189,United Kingdom,2024.5500000000002
539431,71543,PRODUTO TESTE,26,2011-02-13,41.61,10048,United Kingdom,1081.86
536544,73417,PRODUTO TESTE,8,2011-08-14,5.74,10006,United Kingdom,45.92
543881,69478,PRODUTO TESTE,46,2011-04-22,29.22,10024,United Kingdom,1344.12
538116,11324,PRODUTO TESTE,5,2011-03-07,11.56,10013,United Kingdom,57.800000000000004
544882,62459,PRODUTO TESTE,11,2011-06-22,11.15,10166,United Kingdom,122.65
540464,53650,PRODUTO TESTE,33,2011-10-15,30.96,10178,United Kingdom,1021.6800000000001
543873,57558,PRODUTO TESTE,23,2011-01-01,6.63,10030,France,152.49
537492,73515,PRODUTO TESTE,39,2011-12-03,13.16,10035,United Kingdom,513.24
543210,64678,PRODUTO TESTE,7,2011-05-24,42.77,10073,Eire,299.39000000000004
543376,46272,PRODUTO TESTE,33,2011-02-06,27.95,10119,United Kingdom,922.35
540887,15091,PRODUTO TESTE,13,2011-06-06,11.15,10143,United Kingdom,144.95000000000002
536289,16189,PRODUTO TESTE,36,2011-09-07,46.36,10174,United Kingdom,1668.96
544493,42310,PRODUTO TESTE,44,2011-12-30,41.23,10008,United Kingdom,1814.12
539539,58370,PRODUTO TESTE,37,2011-08-18,13.63,10039,United Kingdom,504.31
544423,99719,PRODUTO TESTE,45,2011-01-19,48.07,10056,United Kingdom,2163.15
543836,75110,PRODUTO TESTE,24,2011-10-23,13.75,10062,United Kingdom,330.0
542198,36924,PRODUTO TESTE,24,2011-08-26,19.61,10155,United Kingdom,470.64
542059,25174,PRODUTO TESTE,20,2011-11-24,8.66,10064,United Kingdom,173.2
540794,22667,PRODUTO TESTE,34,2011-10-08,34.51,10194,United Kingdom,1173.34
536223,16469,PRODUTO TESTE,8,2011-03-26,28.09,10099,United Kingdom,224.72
539490,92064,PRODUTO TESTE,33,2011-06-03,44.78,10100,United Kingdom,1477.74
542574,11428,PRODUTO TESTE,19,2011-07-05,12.42,10086,United Kingdom,235.98
543310,87736,PRODUTO TESTE,31,2011-06-28,8.93,10028,United Kingdom,276.83
541036,62515,PRODUTO TESTE,18,2011-08-22,18.25,10186,United Kingdom,328.5
542386,65658,PRODUTO TESTE,16,2011-09-14,7.73,10002,United Kingdom,123.68
536195,96277,PRODUTO TESTE,6,2011-02-07,47.33,10034,United Kingdom,283.98
540215,80793,PRODUTO TESTE,40,2011-07-27,36.01,10045,United Kingdom,1440.3999999999999
544032,97191,PRODUTO TESTE,7,2011-07-06,37.53,10026,United Kingdom,262.71000000000004
538799,25846,PRODUTO TESTE,18,2011-06-04,12.52,10003,United Kingdom,225.35999999999999
538069,61232,PRODUTO TESTE,3,2011-03-17,7.46,10135,United Kingdom,22.38
539171,67657,PRODUTO TESTE,45,2011-12-28,21.76,10193,United Kingdom,979.2
537533,31976,PRODUTO TESTE,13,2011-04-05,41.54,10024,France,540.02
541025,66723,PRODUTO TESTE,8,2011-01-21,16.86,10059,United Kingdom,134.88
541785,67492,PRODUTO TESTE,8,2011-05-11,0.97,10101,United Kingdom,7.76
543210,98186,PRODUTO TESTE,5,2011-10-04,33.17,10185,United Kingdom,165.85000000000002
544747,92312,PRODUTO TESTE,31,2011-01-04,10.4,10138,United Kingdom,322.40000000000003
536662,45972,PRODUTO TESTE,21,2011-06-29,27.37,10153,United Kingdom,574.77
538225,72112,PRODUTO TESTE,7,2011-06-02,1.24,10116,United Kingdom,8.68
538706,83883,PRODUTO TESTE,43,2011-11-13,25.69,10083,France,1104.67
538247,12361,PRODUTO TESTE,31,2011-01-02,19.98,10039,United Kingdom,619.38
543445,71633,PRODUTO TESTE,17,2011-01-07,44.08,10172,France,749.36
537255,92541,PRODUTO TESTE,23,2011-07-26,36.23,10160,United Kingdom,833.29
536267,20821,PRODUTO TESTE,31,2011-03-07,2.28,10005,France,70.67999999999999
543745,77830,PRODUTO TESTE,3,2011-09-14,39.58,10143,United Kingdom,118.74
544653,15432,PRODUTO TESTE,39,2011-04-12,39.67,10016,United Kingdom,1547.13
538037,46164,PRODUTO TESTE,9,2011-07-25,33.34,10147,United Kingdom,300.06000000000006
540528,98873,PRODUTO TESTE,23,2011-09-11,40.26,10026,United Kingdom,925.9799999999999
540733,75498,PRODUTO TESTE,43,2011-07-09,11.34,10086,United Kingdom,487.62
544917,74950,PRODUTO TESTE,35,2011-01-01,19.39,10024,United Kingdom,678.65
539637,33323,PRODUTO TESTE,11,2011-04-08,17.82,10113,United Kingdom,196.02
536109,84288,PRODUTO TESTE,16,2011-01-22,25.49,10185,United Kingdom,407.84
539804,69299,PRODUTO TESTE,27,2011-01-17,47.71,10016,France,1288.17
541008,94884,PRODUTO TESTE,7,2011-09-12,30.97,10079,United Kingdom,216.79
540652,64257,PRODUTO TESTE,40,2011-06-06,15.99,10194,United Kingdom,639.6
540610,13562,PRODUTO TESTE,11,2011-10-21,47.11,10060,United Kingdom,518.21
544303,55985,PRODUTO TESTE,6,2011-04-05,35.16,10026,United Kingdom,210.95999999999998
538265,80913,PRODUTO TESTE,33,2011-08-13,45.37,10101,Eire,1497.2099999999998
542008,25391,PRODUTO TESTE,39,2011-10-30,26.05,10062,United Kingdom,1015.95
539693,88215,PRODUTO TESTE,48,2011-09-16,24.22,10191,United Kingdom,1162.56
539855,84083,PRODUTO TESTE,1,2011-09-30,46.22,10104,United Kingdom,46.22
538289,70353,PRODUTO TESTE,46,2011-06-13,17.0,10192,United Kingdom,782.0
542667,84574,PRODUTO TESTE,1,2011-09-22,33.18,10184,United Kingdom,33.18
543586,46251,PRODUTO TESTE,17,2011-11-04,44.39,10099,United Kingdom,754.63
543062,80127,PRODUTO TESTE,42,2011-09-27,6.19,10004,United Kingdom,259.98
538770,53943,PRODUTO TESTE,2,2011-08-10,10.89,10119,France,21.78
537229,81484,PRODUTO TESTE,31,2011-01-28,47.43,10111,United Kingdom,1470.33
537437,23168,PRODUTO TESTE,16,2011-06-09,38.98,10029,United Kingdom,623.68
539541,36689,PRODUTO TESTE,18,2011-01-24,17.63,10126,United Kingdom,317.34
540659,29295,PRODUTO TESTE,46,2011-02-07,18.2,10168,United Kingdom,837.1999999999999
544036,46587,PRODUTO TESTE,30,2011-05-12,23.74,10021,United Kingdom,712.1999999999999
544089,83304,PRODUTO TESTE,12,2011-06-19,33.85,10144,United Kingdom,406.20000000000005
536024,20354,PRODUTO TESTE,46,2011-07-12,28.27,10028,United Kingdom,1300.42
542368,75744,PRODUTO TESTE,26,2011-11-25,38.92,10149,United Kingdom,1011.9200000000001
537780,70400,PRODUTO TESTE,16,2011-06-04,41.04,10001,United Kingdom,656.64
540995,68139,PRODUTO TESTE,8,2011-05-03,3.37,10193,United Kingdom,26.96
536305,22458,PRODUTO TESTE,30,2011-09-18,44.11,10033,United Kingdom,1323.3
539006,65143,PRODUTO TESTE,42,2011-04-11,2.64,10119,United Kingdom,110.88000000000001
538448,32146,PRODUTO TESTE,37,2011-10-13,9.42,10186,United Kingdom,348.54
541340,87532,PRODUTO TESTE,45,2011-09-07,11.54,10147,United Kingdom,519.3
540140,65352,PRODUTO TESTE,49,2011-04-02,20.39,10160,United Kingdom,999.11
543194,99408,PRODUTO TESTE,31,2011-08-15,32.95,10086,France,1021.45
537633,50909,PRODUTO TESTE,12,2011-10-27,44.68,10093,United Kingdom,536.16
536513,42199,PRODUTO TESTE,2,2011-01-27,26.46,10126,United Kingdom,52.92
540766,99573,PRODUTO TESTE,46,2011-03-06,26.86,10156,United Kingdom,1235.56
538312,66024,PRODUTO TESTE,17,2011-07-08,16.31,10169,United Kingdom,277.27
542360,87675,PRODUTO TESTE,13,2011-05-12,40.13,10003,United Kingdom,521.69
536839,14004,PRODUTO TESTE,35,2011-09-17,5.97,10132,United Kingdom,208.95
541177,57337,PRODUTO TESTE,34,2011-05-27,15.4,10021,Eire,523.6
544908,83523,PRODUTO TESTE,39,2011-12-30,5.3,10057,United Kingdom,206.7
536837,82760,PRODUTO TESTE,43,2011-04-20,11.1,10165,United Kingdom,477.3
538716,74350,PRODUTO TESTE,43,2011-05-12,29.54,10050,United Kingdom,1270.22
543599,24805,PRODUTO TESTE,4,2011-01-02,6.74,10159,United Kingdom,26.96
540802,59214,PRODUTO TESTE,4,2011-04-01,5.48,10092,Germany,21.92
537574,19125,PRODUTO TESTE,6,2011-03-27,41.38,10046,France,248.28000000000003
537918,82173,PRODUTO TESTE,29,2011-10-06,6.36,10066,Germany,184.44
542883,66757,PRODUTO TESTE,26,2011-05-04,30.6,10106,United Kingdom,795.6
543748,27444,PRODUTO TESTE,42,2011-03-16,17.92,10153,United Kingdom,752.6400000000001
539245,75409,PRODUTO TESTE,41,2011-04-25,44.87,10121,United Kingdom,1839.6699999999998
540264,74738,PRODUTO TESTE,39,2011-07-25,35.52,10186,United Kingdom,1385.2800000000002
537592,18028,PRODUTO TESTE,33,2011-12-24,44.83,10150,United Kingdom,1479.3899999999999
537856,28086,PRODUTO TESTE,41,2011-01-18,20.99,10120,United Kingdom,860.5899999999999
542969,16309,PRODUTO TESTE,49,2011-11-03,15.26,10057,Germany,747.74
537679,58353,PRODUTO TESTE,13,2011-05-22,33.8,10082,United Kingdom,439.4
542937,89192,PRODUTO TESTE,37,2011-10-23,36.04,10023,Eire,1333.48
540473,15653,PRODUTO TESTE,17,2011-01-14,15.51,10074,United Kingdom,263.67
544910,65307,PRODUTO TESTE,3,2011-08-17,17.91,10185,United Kingdom,53.730000000000004
536296,48164,PRODUTO TESTE,13,2011-12-06,8.24,10085,United Kingdom,107.12
544513,85265,PRODUTO TESTE,8,2011-01-15,29.88,10022,United Kingdom,239.04
538027,53386,PRODUTO TESTE,45,2011-10-16,47.87,10130,United Kingdom,2154.15
536315,70182,PRODUTO TESTE,4,2011-02-11,21.12,10192,United Kingdom,84.48
542516,92961,PRODUTO TESTE,2,2011-12-25,49.81,10173,United Kingdom,99.62
540792,22255,PRODUTO TESTE,26,2011-09-29,9.23,10054,Germany,239.98000000000002
543536,38410,PRODUTO TESTE,26,2011-11-29,39.91,10090,United Kingdom,1037.6599999999999
536975,34274,PRODUTO TESTE,25,2011-11-24,46.44,10106,United Kingdom,1161.0
536727,25179,PRODUTO TESTE,3,2011-04-26,34.56,10049,United Kingdom,103.68
541105,68310,PRODUTO TESTE,22,2011-06-01,5.91,10053,United Kingdom,130.02
543938,10675,PRODUTO TESTE,46,2011-09-10,16.66,10047,United Kingdom,766.36
543177,20944,PRODUTO TESTE,38,2011-04-22,30.29,10149,United Kingdom,1151.02
544155,65371,PRODUTO TESTE,1,2011-02-06,49.91,10168,United Kingdom,49.91
543827,77577,PRODUTO TESTE,7,2011-11-21,19.05,10163,United Kingdom,133.35
540578,52016,PRODUTO TESTE,44,2011-04-01,8.57,10191,United Kingdom,377.08000000000004
542285,50042,PRODUTO TESTE,11,2011-05-30,13.8,10021,Eire,151.8
540730,50477,PRODUTO TESTE,23,2011-06-15,28.75,10176,United Kingdom,661.25
542067,27885,PRODUTO TESTE,15,2011-05-18,28.66,10013,United Kingdom,429.9
541103,43800,PRODUTO TESTE,28,2011-10-11,11.88,10095,United Kingdom,332.64000000000004
540725,93971,PRODUTO TESTE,17,2011-11-30,37.66,10118,United Kingdom,640.2199999999999
539931,13703,PRODUTO TESTE,19,2011-07-29,4.86,10071,United Kingdom,92.34
541875,80877,PRODUTO TESTE,39,2011-11-02,31.34,10029,United Kingdom,1222.26
542759,24825,PRODUTO TESTE,25,2011-02-10,21.57,10038,United Kingdom,539.25
544271,20292,PRODUTO TESTE,26,2011-12-19,6.8,10164,United Kingdom,176.79999999999998
541519,35703,PRODUTO TESTE,39,2011-02-12,31.9,10063,United Kingdom,1244.1
536904,34205,PRODUTO TESTE,18,2011-01-25,33.82,10062,France,608.76
541287,38457,PRODUTO TESTE,40,2011-01-09,22.28,10184,United Kingdom,891.2
538841,86448,PRODUTO TESTE,34,2011-03-30,40.0,10028,United Kingdom,1360.0
536241,91418,PRODUTO TESTE,43,2011-11-02,25.71,10183,France,1105.53
536652,72318,PRODUTO TESTE,20,2011-04-20,14.64,10184,United Kingdom,292.8
541321,23157,PRODUTO TESTE,25,2011-10-16,47.7,10119,United Kingdom,1192.5
544503,95098,PRODUTO TESTE,2,2011-06-04,47.23,10033,United Kingdom,94.46
540550,86272,PRODUTO TESTE,1,2011-02-07,5.23,10031,United Kingdom,5.23
536797,44857,PRODUTO TESTE,29,2011-03-26,38.89,10115,United Kingdom,1127.81
542078,79786,PRODUTO TESTE,12,2011-04-17,5.78,10030,United Kingdom,69.36
536499,18024,PRODUTO TESTE,10,2011-07-08,26.21,10091,United Kingdom,262.1
543570,16876,PRODUTO TESTE,28,2011-10-16,2.23,10023,United Kingdom,62.44
543347,64537,PRODUTO TESTE,16,2011-08-03,29.65,10108,United Kingdom,474.4
544919,40299,PRODUTO TESTE,2,2011-03-23,46.69,10004,United Kingdom,93.38
538558,49746,PRODUTO TESTE,25,2011-09-19,18.73,10141,Eire,468.25
537456,77559,PRODUTO TESTE,25,2011-09-12,25.68,10011,United Kingdom,642.0
538695,59035,PRODUTO TESTE,2,2011-03-28,11.76,10038,United Kingdom,23.52
543195,73990,PRODUTO TESTE,9,2011-11-07,27.28,10034,United Kingdom,245.52
537969,21345,PRODUTO TESTE,8,2011-11-04,40.23,10166,United Kingdom,321.84
543986,10190,PRODUTO TESTE,33,2011-08-09,11.16,10010,United Kingdom,368.28000000000003
537387,32650,PRODUTO TESTE,8,2011-04-19,27.9,10085,Eire,223.2
537974,39162,PRODUTO TESTE,9,2011-06-10,37.52,10103,United Kingdom,337.68
542786,80070,PRODUTO TESTE,20,2011-03-10,35.25,10136,United Kingdom,705.0
541420,23677,PRODUTO TESTE,37,2011-04-22,35.09,10160,United Kingdom,1298.3300000000002
541904,28066,PRODUTO TESTE,43,2011-02-26,30.16,10165,United Kingdom,1296.88
541837,39373,PRODUTO TESTE,13,2011-09-29,32.73,10063,United Kingdom,425.48999999999995
540992,27754,PRODUTO TESTE,13,2011-02-16,34.2,10196,United Kingdom,444.6
536913,62163,PRODUTO TESTE,10,2011-06-06,43.41,10147,United Kingdom,434.09999999999997
538337,20030,PRODUTO TESTE,20,2011-01-17,12.82,10175,United Kingdom,256.4
540749,23856,PRODUTO TESTE,29,2011-10-31,3.26,10158,United Kingdom,94.53999999999999
537216,85295,PRODUTO TESTE,37,2011-12-26,48.14,10170,United Kingdom,1781.18
540282,11638,PRODUTO TESTE,23,2011-08-22,3.51,10107,France,80.72999999999999
543085,16250,PRODUTO TESTE,16,2011-03-26,30.81,10098,United Kingdom,492.96
536929,58243,PRODUTO TESTE,35,2011-11-05,45.98,10036,United Kingdom,1609.3
536832,72529,PRODUTO TESTE,30,2011-10-14,28.47,10177,France,854.0999999999999
541740,72339,PRODUTO TESTE,27,2011-06-09,41.14,10047,United Kingdom,1110.78
537984,72107,PRODUTO TESTE,22,2011-09-15,36.2,10045,United Kingdom,796.4000000000001
539162,15183,PRODUTO TESTE,22,2011-12-15,26.49,10049,United Kingdom,582.78
538828,41008,PRODUTO TESTE,49,2011-08-09,18.48,10128,United Kingdom,905.52
537949,67007,PRODUTO TESTE,27,2011-03-14,0.64,10114,Germany,17.28
542856,71384,PRODUTO TESTE,27,2011-05-01,12.92,10189,United Kingdom,348.84
542226,40065,PRODUTO TESTE,13,2011-03-09,47.61,10083,United Kingdom,618.93
538148,86205,PRODUTO TESTE,21,2011-05-02,14.14,10056,United Kingdom,296.94
542181,85018,PRODUTO TESTE,34,2011-11-21,37.72,10009,Germany,1282.48
542421,78905,PRODUTO TESTE,42,2011-03-11,25.67,10001,United Kingdom,1078.14
540852,81788,PRODUTO TESTE,37,2011-11-22,15.77,10074,United Kingdom,583.49
541205,97763,PRODUTO TESTE,31,2011-04-15,49.56,10185,Eire,1536.3600000000001
544414,81450,PRODUTO TESTE,37,2011-07-02,2.83,10104,United Kingdom,104.71000000000001
539468,45879,PRODUTO TESTE,9,2011-02-15,23.35,10020,United Kingdom,210.15
540851,42581,PRODUTO TESTE,8,2011-03-09,4.29,10018,United Kingdom,34.32
543522,84028,PRODUTO TESTE,30,2011-04-22,11.1,10166,United Kingdom,333.0
542386,36630,PRODUTO TESTE,36,2011-01-22,34.86,10021,United Kingdom,1254.96
536676,66697,PRODUTO TESTE,3,2011-10-03,5.86,10010,United Kingdom,17.580000000000002
540133,55244,PRODUTO TESTE,5,2011-07-19,40.15,10080,United Kingdom,200.75
542658,44081,PRODUTO TESTE,22,2011-11-05,31.44,10184,France,691.6800000000001
538015,50571,PRODUTO TESTE,48,2011-11-12,5.49,10137,United Kingdom,263.52
543272,73850,PRODUTO TESTE,43,2011-10-26,7.29,10167,United Kingdom,313.47
543619,16013,PRODUTO TESTE,5,2011-01-23,39.98,10168,United Kingdom,199.89999999999998
536735,16641,PRODUTO TESTE,9,2011-06-06,26.88,10160,United Kingdom,241.92
541216,32625,PRODUTO TESTE,29,2011-08-31,0.64,10180,United Kingdom,18.56
540750,57819,PRODUTO TESTE,35,2011-06-20,27.37,10047,United Kingdom,957.95
541640,36962,PRODUTO TESTE,43,2011-09-27,24.4,10195,United Kingdom,1049.2
540805,45395,PRODUTO TESTE,21,2011-04-11,2.25,10115,France,47.25
542115,99993,PRODUTO TESTE,25,2011-08-01,17.79,10155,United Kingdom,444.75
542778,18011,PRODUTO TESTE,9,2011-11-13,34.58,10125,United Kingdom,311.21999999999997
542933,22930,PRODUTO TESTE,30,2011-12-27,33.49,10128,United Kingdom,1004.7
539032,41262,PRODUTO TESTE,9,2011-10-25,14.27,10123,United Kingdom,128.43
544984,94848,PRODUTO TESTE,46,2011-03-31,11.2,10155,United Kingdom,515.1999999999999
536086,55324,PRODUTO TESTE,4,2011-03-16,34.31,10147,Germany,137.24
540432,73587,PRODUTO TESTE,31,2011-07-29,1.84,10026,France,57.04
541478,68741,PRODUTO TESTE,24,2011-05-27,28.06,10165,United Kingdom,673.4399999999999
540060,93851,PRODUTO TESTE,28,2011-12-04,12.33,10064,United Kingdom,345.24
541362,95920,PRODUTO TESTE,3,2011-07-20,26.25,10102,United Kingdom,78.75
541468,50333,PRODUTO TESTE,24,2011-05-10,11.25,10193,United Kingdom,270.0
537071,74231,PRODUTO TESTE,29,2011-11-14,28.43,10171,United Kingdom,824.47
538202,63428,PRODUTO TESTE,6,2011-08-09,20.58,10092,United Kingdom,123.47999999999999
541759,19138,PRODUTO TESTE,11,2011-02-19,25.77,10156,United Kingdom,283.46999999999997
538959,28857,PRODUTO TESTE,46,2011-07-05,2.07,10077,United Kingdom,95.22
541143,99102,PRODUTO TESTE,7,2011-06-05,30.73,10137,United Kingdom,215.11
542579,31999,PRODUTO TESTE,45,2011-02-14,37.64,10127,United Kingdom,1693.8
543175,68656,PRODUTO TESTE,24,2011-03-19,47.83,10049,United Kingdom,1147.92
537654,92034,PRODUTO TESTE,47,2011-09-14,10.55,10053,United Kingdom,495.85
544131,64219,PRODUTO TESTE,40,2011-03-07,10.83,10012,United Kingdom,433.2
537491,29353,PRODUTO TESTE,11,2011-02-18,15.59,10027,United Kingdom,171.49
536196,87368,PRODUTO TESTE,25,2011-01-22,44.59,10086,United Kingdom,1114.75
536404,12907,PRODUTO TESTE,34,2011-01-10,20.64,10095,United Kingdom,701.76
543859,33960,PRODUTO TESTE,31,2011-06-28,37.19,10083,United Kingdom,1152.8899999999999
537870,67624,PRODUTO TESTE,20,2011-08-16,2.38,10120,United Kingdom,47.599999999999994
539766,61217,PRODUTO TESTE,42,2011-07-15,22.78,10067,United Kingdom,956.76
536359,44376,PRODUTO TESTE,9,2011-12-31,31.43,10073,United Kingdom,282.87
539997,57602,PRODUTO TESTE,43,2011-04-02,36.69,10101,United Kingdom,1577.6699999999998
536254,94221,PRODUTO TESTE,6,2011-09-17,16.59,10073,United Kingdom,99.53999999999999
540285,84375,PRODUTO TESTE,24,2011-01-30,32.0,10147,United Kingdom,768.0
541028,47671,PRODUTO TESTE,15,2011-11-06,26.45,10065,United Kingdom,396.75
540692,94714,PRODUTO TESTE,44,2011-05-13,7.13,10086,United Kingdom,313.71999999999997
538542,90013,PRODUTO TESTE,47,2011-05-07,44.15,10075,United Kingdom,2075.0499999999997
542899,66458,PRODUTO TESTE,37,2011-02-19,37.85,10036,United Kingdom,1400.45
541370,63519,PRODUTO TESTE,41,2011-07-05,46.12,10137,United Kingdom,1890.9199999999998
538293,13205,PRODUTO TESTE,37,2011-05-26,36.16,10047,United Kingdom,1337.9199999999998
539911,57170,PRODUTO TESTE,11,2011-12-22,12.62,10059,United Kingdom,138.82
536976,29138,PRODUTO TESTE,45,2011-03-06,21.81,10158,United Kingdom,981.4499999999999
544309,24417,PRODUTO TESTE,24,2011-06-02,19.65,10189,United Kingdom,471.59999999999997
542777,87250,PRODUTO TESTE,13,2011-11-25,2.27,10134,United Kingdom,29.51
538590,34392,PRODUTO TESTE,5,2011-10-22,20.82,10183,United Kingdom,104.1
542074,65390,PRODUTO TESTE,34,2011-10-07,17.61,10170,United Kingdom,598.74
542112,88044,PRODUTO TESTE,10,2011-07-11,0.69,10096,United Kingdom,6.8999999999999995
541487,63807,PRODUTO TESTE,30,2011-11-15,42.43,10154,United Kingdom,1272.9
543906,79757,PRODUTO TESTE,29,2011-10-23,25.3,10092,United Kingdom,733.7
544602,50267,PRODUTO TESTE,30,2011-07-31,39.34,10107,United Kingdom,1180.2
544767,92958,PRODUTO TESTE,23,2011-05-08,30.42,10192,United Kingdom,699.6600000000001
